"cable_style","nc","cc","xa","ne","xae","od","br","wght","ct","core_con","mt"
EX,2,c,"95",1,95.00,42.100,126.00,3579,p,,1301
EX,3,c,"1.5",1,1.50,10.700,32.00,146,p,,1301
EX,3,c,"10",1,10.00,19.900,60.00,648,p,,1301
EX,3,c,"120",1,120.00,51.800,155.00,5705,p,,1301
EX,3,c,"150",1,150.00,56.600,170.00,7017,p,,1301
EX,3,c,"16",1,16.00,22.900,69.00,927,p,,1301
EX,3,c,"185",1,185.00,63.000,189.00,8306,p,,1301
EX,3,c,"2.5",1,2.50,12.200,37.00,210,p,,1301
EX,3,c,"240",1,240.00,69.600,209.00,10723,p,,1301
EX,3,c,"25",1,25.00,27.600,83.00,1397,p,,1301
EX,3,c,"300",1,300.00,77.800,233.00,13534,p,,1301
EX,3,c,"35",1,35.00,30.900,93.00,1856,p,,1301
EX,3,c,"4",1,4.00,13.700,41.00,278,p,,1301
EX,3,c,"50",1,50.00,35.600,107.00,2553,p,,1301
EX,3,c,"6",1,6.00,15.200,46.00,373,p,,1301
EX,3,c,"70",1,70.00,41.500,124.00,3630,p,,1301
EX,3,c,"95",1,95.00,46.600,140.00,4530,p,,1301
EX,4,c,"1.5",1,1.50,11.800,35.00,175,p,,1301
EX,4,c,"10",1,10.00,21.900,66.00,786,p,,1301
EX,4,c,"120",1,120.00,58.000,174.00,7051,p,,1301
EX,4,c,"150",1,150.00,63.100,189.00,8635,p,,1301
EX,4,c,"16",1,16.00,25.200,76.00,1127,p,,1301
EX,4,c,"185",1,185.00,70.600,212.00,10262,p,,1301
EX,4,c,"2.5",1,2.50,13.700,41.00,259,p,,1301
EX,4,c,"240",1,240.00,77.900,234.00,13237,p,,1301
EX,4,c,"25",1,25.00,30.700,92.00,1711,p,,1301
EX,4,c,"35",1,35.00,34.400,103.00,2274,p,,1301
EX,4,c,"4",1,4.00,15.100,45.00,335,p,,1301
EX,4,c,"50",1,50.00,39.700,119.00,3144,p,,1301
EX,4,c,"6",1,6.00,17.000,51.00,458,p,,1301
EX,4,c,"70",1,70.00,46.500,139.00,4485,p,,1301
EX,4,c,"95",1,95.00,52.100,156.00,5585,p,,1301
EY,2,c,"10",0,0.00,0.630,1.89,225,p,,1302
EY,2,c,"12",0,0.00,0.580,1.74,180,p,,1302
EY,2,c,"2",0,0.00,1.250,3.75,1030,p,,1302
EY,2,c,"4",0,0.00,1.090,3.27,725,p,,1302
EY,2,c,"6",0,0.00,0.925,2.78,510,p,,1302
EY,2,c,"8",0,0.00,0.800,2.40,365,p,,1302
EY,3,c,"10",0,0.00,0.660,1.98,270,p,,1302
EY,3,c,"12",0,0.00,0.605,1.82,210,p,,1302
EY,3,c,"2",0,0.00,1.320,3.96,1260,p,,1302
EY,3,c,"4",0,0.00,1.140,3.42,880,p,,1302
EY,3,c,"6",0,0.00,0.970,2.91,610,p,,1302
EY,3,c,"8",0,0.00,0.840,2.52,430,p,,1302
EY,4,c,"10",0,0.00,0.715,2.15,325,p,,1302
EY,4,c,"12",0,0.00,0.655,1.97,250,p,,1302
EY,4,c,"2",0,0.00,1.400,4.20,1590,p,,1302
EY,4,c,"4",0,0.00,1.270,3.81,1110,p,,1302
EY,4,c,"6",0,0.00,1.090,3.27,775,p,,1302
EY,4,c,"8",0,0.00,0.940,2.82,545,p,,1302
EZ,1,c,"10",0,0.00,9.000,27.10,146,p,,1301
EZ,1,c,"120",0,0.00,23.700,71.20,1381,p,,1301
EZ,1,c,"150",0,0.00,26.600,79.80,1749,p,,1301
EZ,1,c,"16",0,0.00,10.300,30.80,207,p,,1301
EZ,1,c,"185",0,0.00,28.900,86.80,2098,p,,1301
EZ,1,c,"240",0,0.00,31.700,95.10,2641,p,,1301
EZ,1,c,"25",0,0.00,12.400,37.10,311,p,,1301
EZ,1,c,"300",0,0.00,34.400,103.10,3283,p,,1301
EZ,1,c,"35",0,0.00,14.000,41.90,418,p,,1301
EZ,1,c,"400",0,0.00,38.800,116.30,4186,p,,1301
EZ,1,c,"50",0,0.00,16.000,48.10,576,p,,1301
EZ,1,c,"500",0,0.00,42.800,128.50,5239,p,,1301
EZ,1,c,"6",0,0.00,7.900,23.60,98,p,,1301
EZ,1,c,"630",0,0.00,47.300,142.00,6525,p,,1301
EZ,1,c,"70",0,0.00,18.500,55.50,816,p,,1301
EZ,1,c,"95",0,0.00,20.600,61.90,1011,p,,1301
EZ,2,c,"1.5",0,0.00,9.100,27.00,101,p,,1301
EZ,2,c,"1.5",1,1.50,9.800,29.00,120,p,,1301
EZ,2,c,"10",0,0.00,17.200,52.00,432,p,,1301
EZ,2,c,"10",1,10.00,18.300,55.00,530,p,,1301
EZ,2,c,"120",1,120.00,46.800,140.00,4508,p,,1301
EZ,2,c,"150",1,150.00,51.000,153.00,5521,p,,1301
EZ,2,c,"16",0,0.00,19.600,59.00,599,p,,1301
EZ,2,c,"16",1,16.00,20.800,62.00,745,p,,1301
EZ,2,c,"185",1,185.00,56.800,171.00,6559,p,,1301
EZ,2,c,"2.5",0,0.00,10.400,31.00,142,p,,1301
EZ,2,c,"2.5",1,2.50,11.100,33.00,172,p,,1301
EZ,2,c,"240",1,240.00,62.600,188.00,8427,p,,1301
EZ,2,c,"25",0,0.00,23.700,71.00,897,p,,1301
EZ,2,c,"25",1,25.00,25.200,75.00,1121,p,,1301
EZ,2,c,"300",1,300.00,69.900,210.00,10618,p,,1301
EZ,2,c,"35",0,0.00,26.400,79.00,1166,p,,1301
EZ,2,c,"35",1,35.00,28.000,84.00,1473,p,,1301
EZ,2,c,"4",0,0.00,11.500,34.00,181,p,,1301
EZ,2,c,"4",1,4.00,12.300,37.00,222,p,,1301
EZ,2,c,"50",1,50.00,32.200,97.00,2025,p,,1301
EZ,2,c,"6",0,0.00,13.000,39.00,245,p,,1301
EZ,2,c,"6",1,6.00,13.900,42.00,303,p,,1301
EZ,2,c,"70",1,70.00,37.600,113.00,2876,p,,1301
EZ,2,c,"95",1,95.00,42.100,126.00,3579,p,,1301
EZ,3,c,"1.5",1,1.50,10.700,32.00,146,p,,1301
EZ,3,c,"10",1,10.00,19.900,60.00,648,p,,1301
EZ,3,c,"120",1,120.00,51.800,155.00,5705,p,,1301
EZ,3,c,"150",1,150.00,56.600,170.00,7017,p,,1301
EZ,3,c,"16",1,16.00,22.900,69.00,927,p,,1301
EZ,3,c,"185",1,185.00,63.000,189.00,8306,p,,1301
EZ,3,c,"2.5",1,2.50,12.200,37.00,210,p,,1301
EZ,3,c,"240",1,240.00,69.600,209.00,10723,p,,1301
EZ,3,c,"25",1,25.00,27.600,83.00,1397,p,,1301
EZ,3,c,"300",1,300.00,77.800,233.00,13534,p,,1301
EZ,3,c,"35",1,35.00,30.900,93.00,1856,p,,1301
EZ,3,c,"4",1,4.00,13.700,41.00,278,p,,1301
EZ,3,c,"50",1,50.00,35.600,107.00,2553,p,,1301
EZ,3,c,"6",1,6.00,15.200,46.00,373,p,,1301
EZ,3,c,"70",1,70.00,41.500,124.00,3630,p,,1301
EZ,3,c,"95",1,95.00,46.600,140.00,4530,p,,1301
EZ,4,c,"1.5",1,1.50,11.800,35.00,175,p,,1301
EZ,4,c,"10",1,10.00,21.900,66.00,786,p,,1301
EZ,4,c,"120",1,120.00,58.000,174.00,7051,p,,1301
EZ,4,c,"150",1,150.00,63.100,189.00,8635,p,,1301
EZ,4,c,"16",1,16.00,25.200,76.00,1127,p,,1301
EZ,4,c,"185",1,185.00,70.600,212.00,10262,p,,1301
EZ,4,c,"2.5",1,2.50,13.700,41.00,259,p,,1301
EZ,4,c,"25",1,25.00,30.700,92.00,1711,p,,1301
EZ,4,c,"35",1,35.00,34.400,103.00,2274,p,,1301
EZ,4,c,"4",1,4.00,15.100,45.00,335,p,,1301
EZ,4,c,"50",1,50.00,39.700,119.00,3144,p,,1301
EZ,4,c,"6",1,6.00,17.000,51.00,458,p,,1301
EZ,4,c,"70",1,70.00,46.500,139.00,4485,p,,1301
EZ,4,c,"95",1,95.00,52.100,156.00,5585,p,,1301
EZ,6,c,"0.5",1,0.50,12.000,36.10,154,p,,1301
EZ,6,c,"0.75",1,0.75,12.800,38.40,181,p,,1301
EZ,6,c,"1",1,1.00,13.300,39.80,201,p,,1301
EZ,6,c,"1.5",1,1.50,14.800,44.30,259,p,,1301
EZ,6,c,"2.5",1,2.50,16.700,50.00,351,p,,1301
EZ,7,c,"1.5",1,1.50,16.000,48.10,295,p,,1301
EZ,8,c,"1.5",1,1.50,18.200,54.70,350,p,,1301
EZ,9,c,"0.5",1,0.50,14.800,44.50,219,p,,1301
EZ,9,c,"0.75",1,0.75,15.800,47.30,257,p,,1301
EZ,9,c,"1",1,1.00,16.400,49.10,286,p,,1301
EZ,9,c,"1.5",1,1.50,18.200,54.70,367,p,,1301
EZ,9,c,"2.5",1,2.50,20.900,62.60,507,p,,1301
EZ,10,c,"1.5",1,1.50,18.800,56.50,391,p,,1301
EZ,11,c,"0.5",1,0.50,15.300,45.90,240,p,,1301
EZ,11,c,"0.75",1,0.75,16.300,48.80,282,p,,1301
EZ,11,c,"1",1,1.00,17.100,51.30,324,p,,1301
EZ,11,c,"1.5",1,1.50,18.800,56.50,408,p,,1301
EZ,11,c,"2.5",1,2.50,21.800,65.30,578,p,,1301
EZ,12,c,"1.5",1,1.50,19.800,59.40,443,p,,1301
EZ,13,c,"0.5",1,0.50,16.100,48.20,268,p,,1301
EZ,13,c,"0.75",1,0.75,17.100,51.20,317,p,,1301
EZ,13,c,"1",1,1.00,17.800,53.30,356,p,,1301
EZ,13,c,"1.5",1,1.50,19.800,59.40,460,p,,1301
EZ,13,c,"2.5",1,2.50,22.900,68.60,653,p,,1301
EZ,15,c,"0.5",1,0.50,17.000,50.90,299,p,,1301
EZ,15,c,"0.75",1,0.75,18.000,54.10,353,p,,1301
EZ,15,c,"1",1,1.00,18.800,56.30,398,p,,1301
EZ,15,c,"1.5",1,1.50,20.900,62.70,514,p,,1301
EZ,15,c,"2.5",1,2.50,24.100,72.40,731,p,,1301
EZ,18,c,"0.5",1,0.50,17.700,53.00,330,p,,1301
EZ,18,c,"0.75",1,0.75,18.800,56.30,392,p,,1301
EZ,18,c,"1",1,1.00,19.700,59.20,452,p,,1301
EZ,18,c,"1.5",1,1.50,22.000,66.00,586,p,,1301
EZ,18,c,"2.5",1,2.50,25.400,76.20,836,p,,1301
EZ,20,c,"0.5",1,0.50,18.700,56.00,364,p,,1301
EZ,20,c,"0.75",1,0.75,19.800,59.50,432,p,,1301
EZ,20,c,"1",1,1.00,20.900,62.60,498,p,,1301
EZ,20,c,"1.5",1,1.50,23.200,69.70,645,p,,1301
EZ,20,c,"2.5",1,2.50,26.900,80.60,919,p,,1301
EZ,23,c,"0.5",1,0.50,20.500,61.40,422,p,,1301
EZ,23,c,"0.75",1,0.75,21.700,65.20,500,p,,1301
EZ,23,c,"1",1,1.00,22.900,68.60,576,p,,1301
EZ,23,c,"1.5",1,1.50,25.500,76.40,744,p,,1301
EZ,23,c,"2.5",1,2.50,29.600,88.80,1070,p,,1301
EZ,26,c,"0.5",1,0.50,20.900,62.70,451,p,,1301
EZ,26,c,"0.75",1,0.75,22.200,66.70,536,p,,1301
EZ,26,c,"1",1,1.00,23.400,70.10,619,p,,1301
EZ,26,c,"1.5",1,1.50,26.300,78.80,814,p,,1301
EZ,26,c,"2.5",1,2.50,30.500,91.60,1174,p,,1301
EZ,29,c,"0.5",1,0.50,21.700,65.10,491,p,,1301
EZ,29,c,"0.75",1,0.75,23.000,69.10,585,p,,1301
EZ,29,c,"1",1,1.00,24.200,72.70,675,p,,1301
EZ,29,c,"1.5",1,1.50,27.200,81.60,888,p,,1301
EZ,29,c,"2.5",1,2.50,31.400,94.20,1267,p,,1301
EZ,32,c,"0.5",1,0.50,22.600,67.70,533,p,,1301
EZ,32,c,"0.75",1,0.75,24.000,72.00,635,p,,1301
EZ,32,c,"1",1,1.00,25.200,75.70,734,p,,1301
EZ,32,c,"1.5",1,1.50,28.300,84.90,965,p,,1301
EZ,32,c,"2.5",1,2.50,32.900,98.60,1393,p,,1301
EZ,36,c,"0.5",1,0.50,23.300,69.80,574,p,,1301
EZ,36,c,"0.75",1,0.75,24.900,74.80,696,p,,1301
EZ,36,c,"1",1,1.00,26.200,78.70,805,p,,1301
EZ,36,c,"1.5",1,1.50,29.400,88.30,1060,p,,1301
EZ,36,c,"2.5",1,2.50,34.200,102.50,1531,p,,1301
FC,1,p,"0.5",0,0.00,9.200,46.00,91,p,,1301
FC,1,p,"0.75",0,0.00,9.600,48.00,100,p,,1301
FC,1,p,"1",0,0.00,9.900,49.00,110,p,,1301
FC,1,p,"1.5",0,0.00,10.500,53.00,128,p,,1301
FC,1,p,"14",0,0.00,0.440,2.20,106,p,,1302
FC,1,p,"16",0,0.00,0.410,2.10,83,p,,1302
FC,1,p,"18",0,0.00,0.385,1.90,70,p,,1302
FC,1,p,"2.5",0,0.00,11.700,59.00,168,p,,1301
FC,1,t,"0.75",0,0.00,10.100,50.00,107,p,,1301
FC,1,t,"1.5",0,0.00,11.000,55.00,142,p,,1301
FC,1,t,"14",0,0.00,0.465,2.30,121,p,,1302
FC,1,t,"16",0,0.00,0.430,2.20,93,p,,1302
FC,1,t,"18",0,0.00,0.405,2.00,78,p,,1302
FC,2,p,"0.5",0,0.00,14.300,71.00,167,p,,1301
FC,2,p,"0.75",0,0.00,14.900,74.00,184,p,,1301
FC,2,p,"1",0,0.00,15.400,77.00,205,p,,1301
FC,2,p,"1.5",0,0.00,16.400,82.00,237,p,,1301
FC,2,p,"14",0,0.00,0.720,3.60,245,p,,1302
FC,2,p,"16",0,0.00,0.665,3.30,193,p,,1302
FC,2,p,"18",0,0.00,0.625,3.10,163,p,,1302
FC,2,p,"2.5",0,0.00,18.400,92.00,310,p,,1301
FC,3,t,"0.75",0,0.00,16.500,83.00,246,p,,1301
FC,3,t,"1.5",0,0.00,18.600,93.00,342,p,,1301
FC,3,t,"14",0,0.00,0.910,4.60,425,p,,1302
FC,3,t,"16",0,0.00,0.795,4.00,297,p,,1302
FC,3,t,"18",0,0.00,0.750,3.80,245,p,,1302
FC,4,p,"0.5",0,0.00,17.000,85.00,228,p,,1301
FC,4,p,"0.75",0,0.00,17.900,89.00,254,p,,1301
FC,4,p,"1",0,0.00,18.500,92.00,288,p,,1301
FC,4,p,"1.5",0,0.00,19.500,97.00,337,p,,1301
FC,4,p,"14",0,0.00,0.925,4.60,397,p,,1302
FC,4,p,"16",0,0.00,0.810,4.10,274,p,,1302
FC,4,p,"18",0,0.00,0.760,3.80,225,p,,1302
FC,4,p,"2.5",0,0.00,22.100,111.00,454,p,,1301
FC,4,t,"0.75",0,0.00,18.300,91.00,313,p,,1301
FC,4,t,"1.5",0,0.00,20.600,103.00,438,p,,1301
FC,4,t,"14",0,0.00,0.995,5.00,501,p,,1302
FC,4,t,"16",0,0.00,0.915,4.60,386,p,,1302
FC,4,t,"18",0,0.00,0.820,4.10,284,p,,1302
FC,7,t,"0.75",0,0.00,22.200,111.00,496,p,,1301
FC,7,t,"1.5",0,0.00,25.200,126.00,714,p,,1301
FC,7,t,"14",0,0.00,1.195,6.00,773,p,,1302
FC,7,t,"16",0,0.00,1.095,5.50,583,p,,1302
FC,7,t,"18",0,0.00,1.030,5.20,474,p,,1302
FC,8,p,"0.5",0,0.00,21.700,109.00,390,p,,1301
FC,8,p,"0.75",0,0.00,23.000,115.00,449,p,,1301
FC,8,p,"1",0,0.00,23.900,119.00,513,p,,1301
FC,8,p,"1.5",0,0.00,25.900,130.00,622,p,,1301
FC,8,p,"14",0,0.00,1.135,5.70,662,p,,1302
FC,8,p,"16",0,0.00,1.045,5.20,501,p,,1302
FC,8,p,"18",0,0.00,0.985,4.90,409,p,,1302
FC,8,p,"2.5",0,0.00,29.000,145.00,838,p,,1301
FC,8,t,"0.75",0,0.00,28.800,144.00,672,p,,1301
FC,9,t,"0.75",0,0.00,28.800,144.00,675,p,,1301
FC,10,p,"0.5",0,0.00,23.800,119.00,473,p,,1301
FC,10,p,"0.75",0,0.00,24.900,124.00,534,p,,1301
FC,10,p,"1",0,0.00,26.100,131.00,624,p,,1301
FC,10,p,"1.5",0,0.00,28.300,141.00,758,p,,1301
FC,10,p,"14",0,0.00,1.330,6.70,868,p,,1302
FC,10,p,"16",0,0.00,1.225,6.10,659,p,,1302
FC,10,p,"18",0,0.00,1.150,5.80,539,p,,1302
FC,10,p,"2.5",0,0.00,31.600,158.00,1025,p,,1301
FC,12,p,"0.5",0,0.00,25.900,130.00,561,p,,1301
FC,12,p,"0.75",0,0.00,27.200,136.00,633,p,,1301
FC,12,p,"1",0,0.00,28.500,142.00,740,p,,1301
FC,12,p,"1.5",0,0.00,30.800,154.00,899,p,,1301
FC,12,p,"14",0,0.00,1.375,6.90,937,p,,1302
FC,12,p,"16",0,0.00,1.260,6.30,702,p,,1302
FC,12,p,"18",0,0.00,1.185,5.90,569,p,,1302
FC,12,p,"2.5",0,0.00,34.500,172.00,1216,p,,1301
FC,16,p,"0.5",0,0.00,28.800,144.00,716,p,,1301
FC,16,p,"0.75",0,0.00,30.100,150.00,812,p,,1301
FC,16,p,"1",0,0.00,31.500,158.00,949,p,,1301
FC,16,p,"1.5",0,0.00,34.200,171.00,1154,p,,1301
FC,16,p,"14",0,0.00,1.530,7.70,1205,p,,1302
FC,16,p,"16",0,0.00,1.405,7.00,895,p,,1302
FC,16,p,"18",0,0.00,1.315,6.60,720,p,,1302
FC,16,p,"2.5",0,0.00,38.300,191.00,1569,p,,1301
FC,20,p,"0.5",0,0.00,30.100,150.00,849,p,,1301
FC,20,p,"0.75",0,0.00,31.700,159.00,980,p,,1301
FC,20,p,"1",0,0.00,32.900,165.00,1132,p,,1301
FC,20,p,"1.5",0,0.00,35.800,179.00,1382,p,,1301
FC,20,p,"14",0,0.00,1.770,8.90,1603,p,,1302
FC,20,p,"16",0,0.00,1.560,7.80,1106,p,,1302
FC,20,p,"18",0,0.00,1.460,7.30,887,p,,1302
FC,20,p,"2.5",0,0.00,40.300,201.00,1907,p,,1301
FC,24,p,"0.5",0,0.00,32.200,161.00,1002,p,,1301
FC,24,p,"0.75",0,0.00,34.000,170.00,1157,p,,1301
FC,24,p,"1",0,0.00,35.300,176.00,1338,p,,1301
FC,24,p,"1.5",0,0.00,38.300,191.00,1635,p,,1301
FC,24,p,"14",0,0.00,1.965,9.80,1909,p,,1302
FC,24,p,"16",0,0.00,1.805,9.00,1433,p,,1302
FC,24,p,"18",0,0.00,1.625,8.10,1059,p,,1302
FC,24,p,"2.5",0,0.00,43.000,215.00,2257,p,,1301
FC,27,p,"0.5",0,0.00,34.000,170.00,1122,p,,1301
FC,27,p,"0.75",0,0.00,35.700,179.00,1280,p,,1301
FC,27,p,"1",0,0.00,37.300,187.00,1499,p,,1301
FC,27,p,"1.5",0,0.00,40.400,202.00,1832,p,,1301
FC,27,p,"14",0,0.00,2.010,10.10,2036,p,,1302
FC,27,p,"16",0,0.00,1.845,9.20,1517,p,,1302
FC,27,p,"18",0,0.00,1.660,8.30,1117,p,,1302
FC,27,p,"2.5",0,0.00,45.500,227.00,2529,p,,1301
FC,36,p,"0.5",0,0.00,38.400,192.00,1454,p,,1301
FC,36,p,"0.75",0,0.00,40.500,202.00,1680,p,,1301
FC,36,p,"1",0,0.00,42.300,212.00,1967,p,,1301
FC,36,p,"1.5",0,0.00,45.800,229.00,2404,p,,1301
FC,36,p,"14",0,0.00,2.250,11.30,2631,p,,1302
FC,36,p,"16",0,0.00,2.060,10.30,1945,p,,1302
FC,36,p,"18",0,0.00,1.930,9.70,1558,p,,1302
FC,36,p,"2.5",0,0.00,51.500,258.00,3322,p,,1301
FD,2,c,"1",0,0.00,,13.50,43,p,,1301
FD,2,c,"1",1,1.00,,13.50,58,p,,1301
FD,2,c,"1.5",0,0.00,,14.60,50,p,,1301
FD,2,c,"1.5",1,1.50,,14.60,72,p,,1301
FD,2,c,"2.5",0,0.00,,16.90,70,p,,1301
FD,2,c,"2.5",1,2.50,,16.90,102,p,,1301
FD,2,c,"4",0,0.00,,18.80,105,p,,1301
FD,2,c,"4",1,4.00,,18.80,154,p,,1301
FD,2,c,"6",0,0.00,,20.50,144,p,,1301
FD,2,c,"6",1,6.00,,20.50,212,p,,1301
FE,1,p,"0.5",0,0.00,12.500,63.00,176,p,,1301
FE,1,p,"0.75",0,0.00,12.900,64.00,189,p,,1301
FE,1,p,"1",0,0.00,13.200,66.00,201,p,,1301
FE,1,p,"1.5",0,0.00,14.300,71.00,235,p,,1301
FE,1,p,"14",0,0.00,0.600,3.00,228,p,,1302
FE,1,p,"16",0,0.00,0.565,2.83,198,p,,1302
FE,1,p,"18",0,0.00,0.575,2.88,198,p,,1302
FE,1,p,"2.5",0,0.00,15.300,77.00,275,p,,1301
FE,1,t,"0.75",0,0.00,13.400,67.00,203,p,,1301
FE,1,t,"1",0,0.00,14.400,72.00,234,p,,1301
FE,1,t,"1.5",0,0.00,15.000,75.00,261,p,,1301
FE,1,t,"14",0,0.00,0.625,3.13,260,p,,1302
FE,1,t,"16",0,0.00,0.590,2.95,223,p,,1302
FE,1,t,"18",0,0.00,0.565,2.83,202,p,,1302
FE,2,p,"0.5",0,0.00,18.000,90.00,345,p,,1301
FE,2,p,"0.75",0,0.00,18.600,93.00,374,p,,1301
FE,2,p,"1",0,0.00,19.100,95.00,407,p,,1301
FE,2,p,"1.5",0,0.00,20.400,102.00,472,p,,1301
FE,2,p,"14*",0,0.00,0.900,4.50,416,p,,1302
FE,2,p,"16*",0,0.00,0.845,4.23,360,p,,1302
FE,2,p,"18*",0,0.00,0.805,4.03,327,p,,1302
FE,2,p,"2.5",0,0.00,22.400,112.00,598,p,,1301
FE,3,t,"0.75",0,0.00,20.400,102.00,424,p,,1301
FE,3,t,"1",0,0.00,21.700,109.00,478,p,,1301
FE,3,t,"1.5",0,0.00,23.200,116.00,555,p,,1301
FE,3,t,"14",0,0.00,1.110,5.55,655,p,,1302
FE,3,t,"16",0,0.00,0.985,4.93,504,p,,1302
FE,3,t,"18",0,0.00,0.935,4.68,446,p,,1302
FE,4,p,"0.5",0,0.00,20.800,104.00,404,p,,1301
FE,4,p,"0.75",0,0.00,21.700,109.00,444,p,,1301
FE,4,p,"1",0,0.00,22.100,111.00,479,p,,1301
FE,4,p,"1.5",0,0.00,24.000,120.00,558,p,,1301
FE,4,p,"14",0,0.00,1.125,5.63,645,p,,1302
FE,4,p,"16",0,0.00,1.000,5.00,499,p,,1302
FE,4,p,"18",0,0.00,0.950,4.75,444,p,,1302
FE,4,p,"2.5",0,0.00,26.400,132.00,705,p,,1301
FE,4,t,"0.75",0,0.00,22.200,111.00,507,p,,1301
FE,4,t,"1",0,0.00,23.700,118.00,575,p,,1301
FE,4,t,"1.5",0,0.00,25.400,127.00,680,p,,1301
FE,4,t,"14",0,0.00,1.200,6.00,772,p,,1302
FE,4,t,"16",0,0.00,1.115,5.58,648,p,,1302
FE,4,t,"18",0,0.00,1.010,5.05,520,p,,1302
FE,7,t,"0.75",0,0.00,26.500,133.00,747,p,,1301
FE,7,t,"1",0,0.00,28.300,141.00,851,p,,1301
FE,7,t,"1.5",0,0.00,30.200,151.00,1002,p,,1301
FE,7,t,"14",0,0.00,1.415,7.08,1081,p,,1302
FE,7,t,"16",0,0.00,1.315,6.58,889,p,,1302
FE,7,t,"18",0,0.00,1.240,6.20,771,p,,1302
FE,8,p,"0.5",0,0.00,26.100,131.00,636,p,,1301
FE,8,p,"0.75",0,0.00,27.100,136.00,697,p,,1301
FE,8,p,"1",0,0.00,28.300,141.00,781,p,,1301
FE,8,p,"1.5",0,0.00,30.200,151.00,908,p,,1301
FE,8,p,"14",0,0.00,1.425,7.13,982,p,,1302
FE,8,p,"16",0,0.00,1.320,6.60,820,p,,1302
FE,8,p,"18",0,0.00,1.250,6.25,720,p,,1302
FE,8,p,"2.5",0,0.00,33.800,169.00,1181,p,,1301
FE,10,p,"0.5",0,0.00,28.200,141.00,741,p,,1301
FE,10,p,"0.75",0,0.00,29.500,147.00,823,p,,1301
FE,10,p,"1",0,0.00,30.400,152.00,912,p,,1301
FE,10,p,"1.5",0,0.00,32.800,164.00,1078,p,,1301
FE,10,p,"14",0,0.00,1.655,8.28,1257,p,,1302
FE,10,p,"16",0,0.00,1.525,7.63,1044,p,,1302
FE,10,p,"18",0,0.00,1.440,7.20,912,p,,1302
FE,10,p,"2.5",0,0.00,36.600,183.00,1408,p,,1301
FE,12,p,"0.5",0,0.00,30.300,151.00,848,p,,1301
FE,12,p,"0.75",0,0.00,31.700,159.00,947,p,,1301
FE,12,p,"1",0,0.00,33.000,165.00,1063,p,,1301
FE,12,p,"1.5",0,0.00,35.400,177.00,1245,p,,1301
FE,12,p,"14",0,0.00,1.705,8.53,1316,p,,1302
FE,12,p,"16",0,0.00,1.570,7.85,1085,p,,1302
FE,12,p,"18",0,0.00,1.480,7.40,942,p,,1302
FE,12,p,"2.5",0,0.00,39.700,198.00,1644,p,,1301
FE,16,p,"0.5",0,0.00,33.500,167.00,1056,p,,1301
FE,16,p,"0.75",0,0.00,34.900,174.00,1167,p,,1301
FE,16,p,"1",0,0.00,36.500,183.00,1330,p,,1301
FE,16,p,"1.5",0,0.00,39.100,195.00,1565,p,,1301
FE,16,p,"14",0,0.00,1.885,9.43,1611,p,,1302
FE,16,p,"16",0,0.00,1.735,8.68,1315,p,,1302
FE,16,p,"18",0,0.00,1.635,8.18,1132,p,,1302
FE,16,p,"2.5",0,0.00,43.600,218.00,2053,p,,1301
FE,20,p,"0.5",0,0.00,34.900,174.00,1204,p,,1301
FE,20,p,"0.75",0,0.00,36.700,184.00,1365,p,,1301
FE,20,p,"1",0,0.00,37.900,190.00,1531,p,,1301
FE,20,p,"1.5",0,0.00,40.900,205.00,1825,p,,1301
FE,20,p,"14",0,0.00,2.160,10.80,2093,p,,1302
FE,20,p,"16",0,0.00,1.915,9.58,1573,p,,1302
FE,20,p,"18",0,0.00,1.800,9.00,1347,p,,1302
FE,20,p,"2.5",0,0.00,45.600,228.00,2415,p,,1301
FE,24,p,"0.5",0,0.00,37.100,186.00,1391,p,,1301
FE,24,p,"0.75",0,0.00,38.800,194.00,1549,p,,1301
FE,24,p,"1",0,0.00,40.500,202.00,1776,p,,1301
FE,24,p,"1.5",0,0.00,43.700,218.00,2120,p,,1301
FE,24,p,"14",0,0.00,2.385,11.93,2455,p,,1302
FE,24,p,"16",0,0.00,2.195,10.98,2003,p,,1302
FE,24,p,"18",0,0.00,2.065,10.33,1722,p,,1302
FE,24,p,"2.5",0,0.00,48.700,243.00,2814,p,,1301
FE,27,p,"0.5",0,0.00,38.800,194.00,1515,p,,1301
FE,27,p,"0.75",0,0.00,40.800,204.00,1722,p,,1301
FE,27,p,"1",0,0.00,42.400,212.00,1959,p,,1301
FE,27,p,"1.5",0,0.00,45.800,229.00,2341,p,,1301
FE,27,p,"14",0,0.00,2.435,12.18,2565,p,,1302
FE,27,p,"16",0,0.00,2.240,11.20,2081,p,,1302
FE,27,p,"18",0,0.00,2.105,10.53,1782,p,,1302
FE,27,p,"2.5",0,0.00,51.300,257.00,3130,p,,1301
FE,36,p,"0.5",0,0.00,43.800,219.00,1939,p,,1301
FE,36,p,"0.75",0,0.00,45.900,230.00,2190,p,,1301
FE,36,p,"1",0,0.00,47.900,240.00,2514,p,,1301
FE,36,p,"1.5",0,0.00,51.600,258.00,3010,p,,1301
FE,36,p,"14",0,0.00,2.715,13.58,3191,p,,1302
FE,36,p,"16",0,0.00,2.495,12.48,2564,p,,1302
FE,36,p,"18",0,0.00,2.340,11.70,2177,p,,1302
FE,36,p,"2.5",0,0.00,57.500,288.00,4016,p,,1301
FH,3,c,"1.5",1,1.50,14.200,141.80,276,p,,1301
